prompt_id;category;prompt
2669;Legal/contractual writing;Write a data breach insurance requirement for vendors in 200-250 words.
2670;Legal/contractual writing;Create a financial hardship clause for payment plans in 200-250 words.
2671;Legal/contractual writing;Draft a corporate political activity policy in 200-250 words.
2672;Legal/contractual writing;Write a sales tax collection and remittance procedure in 200-250 words.
2673;Legal/contractual writing;Create a pregnancy accommodation policy for a workplace in 200-250 words.
2674;Legal/contractual writing;Draft a trade secret identification procedure in 200-250 words.
2675;Legal/contractual writing;Write a forum selection clause for international contracts in 200-250 words.
2676;Legal/contractual writing;Create a whistleblower hotline protocol in 200-250 words.
2677;Legal/contractual writing;Draft a technical data rights clause for government contractors in 200-250 words.
2678;Legal/contractual writing;Write a third-party beneficiary exclusion provision in 200-250 words.
2679;Legal/contractual writing;Create a software patch and update requirement in 200-250 words.
2680;Legal/contractual writing;Draft a shareholder proxy voting procedure in 200-250 words.
2681;Legal/contractual writing;Write a consumer right to repair policy in 200-250 words.
2682;Legal/contractual writing;Create a successor liability provision for business sales in 200-250 words.
2683;Legal/contractual writing;Draft a student data privacy policy for educational institutions in 200-250 words.
2684;Legal/contractual writing;Write a firearms prohibition policy for private property in 200-250 words.
2685;Legal/contractual writing;Create a profit interest grant for a partnership in 200-250 words.
2686;Legal/contractual writing;Draft an anti-harassment training requirement for employees in 200-250 words.
2687;Legal/contractual writing;Write a force majeure provision specifically addressing cybersecurity incidents in 200-250 words.
2688;Legal/contractual writing;Create a copyright infringement notification procedure in 200-250 words.
2689;Legal/contractual writing;Draft a non-GAAP financial measures disclosure policy in 200-250 words.
2690;Legal/contractual writing;Write a responsible gambling policy for online gaming in 200-250 words.
2691;Legal/contractual writing;Create a child labor prohibition clause for supply chain contracts in 200-250 words.
2692;Legal/contractual writing;Draft a carbon offset verification requirement in 200-250 words.
2693;Legal/contractual writing;Write a related party transaction approval procedure in 200-250 words.
2694;Legal/contractual writing;Create a video surveillance notification policy in 200-250 words.
2695;Legal/contractual writing;Draft a deferred compensation plan provision in 200-250 words.
2696;Legal/contractual writing;Write a training reimbursement obligation for employees who leave in 200-250 words.
2697;Legal/contractual writing;Create a workplace violence prevention policy in 200-250 words.
2698;Legal/contractual writing;Draft a consumer data monetization disclosure in 200-250 words.
2700;Legal/contractual writing;Create a financial institution know-your-customer procedure in 200-250 words.
2701;Entertainment reviews;Write a 200-250 word review of the latest Marvel superhero film, analyzing its place in the broader franchise.
2702;Entertainment reviews;Compose a 200-250 word critical assessment of a classic novel published before 1900, discussing its relevance today.
2703;Entertainment reviews;Write a 200-250 word review of a popular wireless headphone model, focusing on sound quality and comfort.
2704;Entertainment reviews;Craft a 200-250 word review of an award-winning documentary film, evaluating its objectivity and impact.
2705;Entertainment reviews;Write a 200-250 word assessment of a recently released science fiction novel, analyzing its world-building elements.
2706;Entertainment reviews;Compose a 200-250 word review of a flagship smartphone, highlighting its camera capabilities and battery life.
2707;Entertainment reviews;Create a 200-250 word critique of an independent film, discussing its cinematography and narrative structure.
2708;Entertainment reviews;Write a 200-250 word review of a bestselling self-help book, examining its practical applications and advice.
2710;Entertainment reviews;Compose a 200-250 word review of a Broadway musical, evaluating the performances and production design.
2711;Entertainment reviews;Write a 200-250 word critique of a true crime podcast series, analyzing its ethical approach and storytelling techniques.
2712;Entertainment reviews;Create a 200-250 word review of a smart home device, discussing its functionality and integration capabilities.
2713;Entertainment reviews;Craft a 200-250 word assessment of a historical fiction novel set during World War II, examining its historical accuracy.
2714;Entertainment reviews;Write a 200-250 word review of an international film with subtitles, discussing cultural context and translation quality.
2715;Entertainment reviews;Compose a 200-250 word critique of a streaming service original series, evaluating its binge-worthiness.
2716;Entertainment reviews;Create a 200-250 word review of a high-end coffee maker, focusing on brewing quality and ease of use.
2717;Entertainment reviews;Write a 200-250 word assessment of a graphic novel, analyzing its artistic style and narrative elements.
2718;Entertainment reviews;Craft a 200-250 word review of a psychological thriller film, examining its plot twists and suspense techniques.
2719;Entertainment reviews;Compose a 200-250 word critique of a memoir by a public figure, evaluating its candor and literary merit.
2720;Entertainment reviews;Write a 200-250 word review of a fitness tracker wearable, discussing accuracy and motivational features.
2721;Entertainment reviews;Create a 200-250 word assessment of a classic film from the 1950s, examining its influence on modern cinema.
2722;Entertainment reviews;Craft a 200-250 word review of a young adult fantasy series, analyzing its appeal across age demographics.
